time_id,hour_24,minute_val,day_part_label
801,8,1,Morning
802,8,2,Morning
803,8,3,Morning
804,8,4,Morning
805,8,5,Morning
806,8,6,Morning
807,8,7,Morning
808,8,8,Morning
809,8,9,Morning
810,8,10,Morning
811,8,11,Morning
812,8,12,Morning
813,8,13,Morning
814,8,14,Morning
815,8,15,Morning
816,8,16,Morning
817,8,17,Morning
818,8,18,Morning
819,8,19,Morning
820,8,20,Morning
821,8,21,Morning
822,8,22,Morning
823,8,23,Morning
824,8,24,Morning
825,8,25,Morning
826,8,26,Morning
827,8,27,Morning
828,8,28,Morning
829,8,29,Morning
830,8,30,Morning
831,8,31,Morning
832,8,32,Morning
833,8,33,Morning
834,8,34,Morning
835,8,35,Morning
836,8,36,Morning
837,8,37,Morning
838,8,38,Morning
839,8,39,Morning
840,8,40,Morning
841,8,41,Morning
842,8,42,Morning
843,8,43,Morning
844,8,44,Morning
845,8,45,Morning
846,8,46,Morning
847,8,47,Morning
848,8,48,Morning
849,8,49,Morning
850,8,50,Morning
851,8,51,Morning
852,8,52,Morning
853,8,53,Morning
854,8,54,Morning
855,8,55,Morning
856,8,56,Morning
857,8,57,Morning
858,8,58,Morning
859,8,59,Morning
900,9,0,Morning
901,9,1,Morning
902,9,2,Morning
903,9,3,Morning
904,9,4,Morning
905,9,5,Morning
906,9,6,Morning
907,9,7,Morning
908,9,8,Morning
909,9,9,Morning
910,9,10,Morning
911,9,11,Morning
912,9,12,Morning
913,9,13,Morning
914,9,14,Morning
915,9,15,Morning
916,9,16,Morning
917,9,17,Morning
918,9,18,Morning
919,9,19,Morning
920,9,20,Morning
921,9,21,Morning
922,9,22,Morning
923,9,23,Morning
924,9,24,Morning
925,9,25,Morning
926,9,26,Morning
927,9,27,Morning
928,9,28,Morning
929,9,29,Morning
930,9,30,Morning
931,9,31,Morning
932,9,32,Morning
933,9,33,Morning
934,9,34,Morning
935,9,35,Morning
936,9,36,Morning
937,9,37,Morning
938,9,38,Morning
939,9,39,Morning
940,9,40,Morning
941,9,41,Morning
942,9,42,Morning
943,9,43,Morning
944,9,44,Morning
945,9,45,Morning
946,9,46,Morning
947,9,47,Morning
948,9,48,Morning
949,9,49,Morning
950,9,50,Morning
951,9,51,Morning
952,9,52,Morning
953,9,53,Morning
954,9,54,Morning
955,9,55,Morning
956,9,56,Morning
957,9,57,Morning
958,9,58,Morning
959,9,59,Morning
1000,10,0,Morning
1001,10,1,Morning
1002,10,2,Morning
1003,10,3,Morning
1004,10,4,Morning
1005,10,5,Morning
1006,10,6,Morning
1007,10,7,Morning
1008,10,8,Morning
1009,10,9,Morning
1010,10,10,Morning
1011,10,11,Morning
1012,10,12,Morning
1013,10,13,Morning
1014,10,14,Morning
1015,10,15,Morning
1016,10,16,Morning
1017,10,17,Morning
1018,10,18,Morning
1019,10,19,Morning
1020,10,20,Morning
1021,10,21,Morning
1022,10,22,Morning
1023,10,23,Morning
1024,10,24,Morning
1025,10,25,Morning
1026,10,26,Morning
1027,10,27,Morning
1028,10,28,Morning
1029,10,29,Morning
1030,10,30,Morning
1031,10,31,Morning
1032,10,32,Morning
1033,10,33,Morning
1034,10,34,Morning
1035,10,35,Morning
1036,10,36,Morning
1037,10,37,Morning
1038,10,38,Morning
1039,10,39,Morning
1040,10,40,Morning
1041,10,41,Morning
1042,10,42,Morning
1043,10,43,Morning
1044,10,44,Morning
1045,10,45,Morning
1046,10,46,Morning
1047,10,47,Morning
1048,10,48,Morning
1049,10,49,Morning
1050,10,50,Morning
1051,10,51,Morning
1052,10,52,Morning
1053,10,53,Morning
1054,10,54,Morning
1055,10,55,Morning
1056,10,56,Morning
1057,10,57,Morning
1058,10,58,Morning
1059,10,59,Morning
1100,11,0,Morning
1101,11,1,Morning
1102,11,2,Morning
1103,11,3,Morning
1104,11,4,Morning
1105,11,5,Morning
1106,11,6,Morning
1107,11,7,Morning
1108,11,8,Morning
1109,11,9,Morning
1110,11,10,Morning
1111,11,11,Morning
1112,11,12,Morning
1113,11,13,Morning
1114,11,14,Morning
1115,11,15,Morning
1116,11,16,Morning
1117,11,17,Morning
1118,11,18,Morning
1119,11,19,Morning
1120,11,20,Morning
1121,11,21,Morning
1122,11,22,Morning
1123,11,23,Morning
1124,11,24,Morning
1125,11,25,Morning
1126,11,26,Morning
1127,11,27,Morning
1128,11,28,Morning
1129,11,29,Morning
1130,11,30,Morning
1131,11,31,Morning
1132,11,32,Morning
1133,11,33,Morning
1134,11,34,Morning
1135,11,35,Morning
1136,11,36,Morning
1137,11,37,Morning
1138,11,38,Morning
1139,11,39,Morning
1140,11,40,Morning
1141,11,41,Morning
1142,11,42,Morning
1143,11,43,Morning
1144,11,44,Morning
1145,11,45,Morning
1146,11,46,Morning
1147,11,47,Morning
1148,11,48,Morning
1149,11,49,Morning
1150,11,50,Morning
1151,11,51,Morning
1152,11,52,Morning
1153,11,53,Morning
1154,11,54,Morning
1155,11,55,Morning
1156,11,56,Morning
1157,11,57,Morning
1158,11,58,Morning
1159,11,59,Morning
1200,12,0,Afternoon
1201,12,1,Afternoon
1202,12,2,Afternoon
1203,12,3,Afternoon
1204,12,4,Afternoon
1205,12,5,Afternoon
1206,12,6,Afternoon
1207,12,7,Afternoon
1208,12,8,Afternoon
1209,12,9,Afternoon
1210,12,10,Afternoon
1211,12,11,Afternoon
1212,12,12,Afternoon
1213,12,13,Afternoon
1214,12,14,Afternoon
1215,12,15,Afternoon
1216,12,16,Afternoon
1217,12,17,Afternoon
1218,12,18,Afternoon
1219,12,19,Afternoon
1220,12,20,Afternoon
1221,12,21,Afternoon
1222,12,22,Afternoon
1223,12,23,Afternoon
1224,12,24,Afternoon
1225,12,25,Afternoon
1226,12,26,Afternoon
1227,12,27,Afternoon
1228,12,28,Afternoon
1229,12,29,Afternoon
1230,12,30,Afternoon
1231,12,31,Afternoon
1232,12,32,Afternoon
1233,12,33,Afternoon
1234,12,34,Afternoon
1235,12,35,Afternoon
1236,12,36,Afternoon
1237,12,37,Afternoon
1238,12,38,Afternoon
1239,12,39,Afternoon
1240,12,40,Afternoon
1241,12,41,Afternoon
1242,12,42,Afternoon
1243,12,43,Afternoon
1244,12,44,Afternoon
1245,12,45,Afternoon
1246,12,46,Afternoon
1247,12,47,Afternoon
1248,12,48,Afternoon
1249,12,49,Afternoon
1250,12,50,Afternoon
1251,12,51,Afternoon
1252,12,52,Afternoon
1253,12,53,Afternoon
1254,12,54,Afternoon
1255,12,55,Afternoon
1256,12,56,Afternoon
1257,12,57,Afternoon
1258,12,58,Afternoon
1259,12,59,Afternoon
1300,13,0,Afternoon
1301,13,1,Afternoon
1302,13,2,Afternoon
1303,13,3,Afternoon
1304,13,4,Afternoon
1305,13,5,Afternoon
1306,13,6,Afternoon
1307,13,7,Afternoon
1308,13,8,Afternoon
1309,13,9,Afternoon
1310,13,10,Afternoon
1311,13,11,Afternoon
1312,13,12,Afternoon
1313,13,13,Afternoon
1314,13,14,Afternoon
1315,13,15,Afternoon
1316,13,16,Afternoon
1317,13,17,Afternoon
1318,13,18,Afternoon
1319,13,19,Afternoon
1320,13,20,Afternoon
1321,13,21,Afternoon
1322,13,22,Afternoon
1323,13,23,Afternoon
1324,13,24,Afternoon
1325,13,25,Afternoon
1326,13,26,Afternoon
1327,13,27,Afternoon
1328,13,28,Afternoon
1329,13,29,Afternoon
1330,13,30,Afternoon
1331,13,31,Afternoon
1332,13,32,Afternoon
1333,13,33,Afternoon
1334,13,34,Afternoon
1335,13,35,Afternoon
1336,13,36,Afternoon
1337,13,37,Afternoon
1338,13,38,Afternoon
1339,13,39,Afternoon
1340,13,40,Afternoon
1341,13,41,Afternoon
1342,13,42,Afternoon
1343,13,43,Afternoon
1344,13,44,Afternoon
1345,13,45,Afternoon
1346,13,46,Afternoon
1347,13,47,Afternoon
1348,13,48,Afternoon
1349,13,49,Afternoon
1350,13,50,Afternoon
1351,13,51,Afternoon
1352,13,52,Afternoon
1353,13,53,Afternoon
1354,13,54,Afternoon
1355,13,55,Afternoon
1356,13,56,Afternoon
1357,13,57,Afternoon
1358,13,58,Afternoon
1359,13,59,Afternoon
1400,14,0,Afternoon
1401,14,1,Afternoon
1402,14,2,Afternoon
1403,14,3,Afternoon
1404,14,4,Afternoon
1405,14,5,Afternoon
1406,14,6,Afternoon
1407,14,7,Afternoon
1408,14,8,Afternoon
1409,14,9,Afternoon
1410,14,10,Afternoon
1411,14,11,Afternoon
1412,14,12,Afternoon
1413,14,13,Afternoon
1414,14,14,Afternoon
1415,14,15,Afternoon
1416,14,16,Afternoon
1417,14,17,Afternoon
1418,14,18,Afternoon
1419,14,19,Afternoon
1420,14,20,Afternoon
1421,14,21,Afternoon
1422,14,22,Afternoon
1423,14,23,Afternoon
1424,14,24,Afternoon
1425,14,25,Afternoon
1426,14,26,Afternoon
1427,14,27,Afternoon
1428,14,28,Afternoon
1429,14,29,Afternoon
1430,14,30,Afternoon
1431,14,31,Afternoon
1432,14,32,Afternoon
1433,14,33,Afternoon
1434,14,34,Afternoon
1435,14,35,Afternoon
1436,14,36,Afternoon
1437,14,37,Afternoon
1438,14,38,Afternoon
1439,14,39,Afternoon
1440,14,40,Afternoon
1441,14,41,Afternoon
1442,14,42,Afternoon
1443,14,43,Afternoon
1444,14,44,Afternoon
1445,14,45,Afternoon
1446,14,46,Afternoon
1447,14,47,Afternoon
1448,14,48,Afternoon
1449,14,49,Afternoon
1450,14,50,Afternoon
1451,14,51,Afternoon
1452,14,52,Afternoon
1453,14,53,Afternoon
1454,14,54,Afternoon
1455,14,55,Afternoon
1456,14,56,Afternoon
1457,14,57,Afternoon
1458,14,58,Afternoon
1459,14,59,Afternoon
1500,15,0,Afternoon
1501,15,1,Afternoon
1502,15,2,Afternoon
1503,15,3,Afternoon
1504,15,4,Afternoon
1505,15,5,Afternoon
1506,15,6,Afternoon
1507,15,7,Afternoon
1508,15,8,Afternoon
1509,15,9,Afternoon
1510,15,10,Afternoon
1511,15,11,Afternoon
1512,15,12,Afternoon
1513,15,13,Afternoon
1514,15,14,Afternoon
1515,15,15,Afternoon
1516,15,16,Afternoon
1517,15,17,Afternoon
1518,15,18,Afternoon
1519,15,19,Afternoon
1520,15,20,Afternoon
1521,15,21,Afternoon
1522,15,22,Afternoon
1523,15,23,Afternoon
1524,15,24,Afternoon
1525,15,25,Afternoon
1526,15,26,Afternoon
1527,15,27,Afternoon
1528,15,28,Afternoon
1529,15,29,Afternoon
1530,15,30,Afternoon
1531,15,31,Afternoon
1532,15,32,Afternoon
1533,15,33,Afternoon
1534,15,34,Afternoon
1535,15,35,Afternoon
1536,15,36,Afternoon
1537,15,37,Afternoon
1538,15,38,Afternoon
1539,15,39,Afternoon
1540,15,40,Afternoon
1541,15,41,Afternoon
1542,15,42,Afternoon
1543,15,43,Afternoon
1544,15,44,Afternoon
1545,15,45,Afternoon
1546,15,46,Afternoon
1547,15,47,Afternoon
1548,15,48,Afternoon
1549,15,49,Afternoon
1550,15,50,Afternoon
1551,15,51,Afternoon
1552,15,52,Afternoon
1553,15,53,Afternoon
1554,15,54,Afternoon
1555,15,55,Afternoon
1556,15,56,Afternoon
1557,15,57,Afternoon
1558,15,58,Afternoon
1559,15,59,Afternoon
1600,16,0,Afternoon
1601,16,1,Afternoon
1602,16,2,Afternoon
1603,16,3,Afternoon
1604,16,4,Afternoon
1605,16,5,Afternoon
1606,16,6,Afternoon
1607,16,7,Afternoon
1608,16,8,Afternoon
1609,16,9,Afternoon
1610,16,10,Afternoon
1611,16,11,Afternoon
1612,16,12,Afternoon
1613,16,13,Afternoon
1614,16,14,Afternoon
1615,16,15,Afternoon
1616,16,16,Afternoon
1617,16,17,Afternoon
1618,16,18,Afternoon
1619,16,19,Afternoon
1620,16,20,Afternoon
1621,16,21,Afternoon
1622,16,22,Afternoon
1623,16,23,Afternoon
1624,16,24,Afternoon
1625,16,25,Afternoon
1626,16,26,Afternoon
1627,16,27,Afternoon
1628,16,28,Afternoon
1629,16,29,Afternoon
1630,16,30,Afternoon
1631,16,31,Afternoon
1632,16,32,Afternoon
1633,16,33,Afternoon
1634,16,34,Afternoon
1635,16,35,Afternoon
1636,16,36,Afternoon
1637,16,37,Afternoon
1638,16,38,Afternoon
1639,16,39,Afternoon
1640,16,40,Afternoon
1641,16,41,Afternoon
1642,16,42,Afternoon
1643,16,43,Afternoon
1644,16,44,Afternoon
1645,16,45,Afternoon
1646,16,46,Afternoon
1647,16,47,Afternoon
1648,16,48,Afternoon
1649,16,49,Afternoon
1650,16,50,Afternoon
1651,16,51,Afternoon
1652,16,52,Afternoon
1653,16,53,Afternoon
1654,16,54,Afternoon
1655,16,55,Afternoon
1656,16,56,Afternoon
1657,16,57,Afternoon
1658,16,58,Afternoon
1659,16,59,Afternoon
1700,17,0,Afternoon
1701,17,1,Afternoon
1702,17,2,Afternoon
1703,17,3,Afternoon
1704,17,4,Afternoon
1705,17,5,Afternoon
1706,17,6,Afternoon
1707,17,7,Afternoon
1708,17,8,Afternoon
1709,17,9,Afternoon
1710,17,10,Afternoon
1711,17,11,Afternoon
1712,17,12,Afternoon
1713,17,13,Afternoon
1714,17,14,Afternoon
1715,17,15,Afternoon
1716,17,16,Afternoon
1717,17,17,Afternoon
1718,17,18,Afternoon
1719,17,19,Afternoon
1720,17,20,Afternoon
1721,17,21,Afternoon
1722,17,22,Afternoon
1723,17,23,Afternoon
1724,17,24,Afternoon
1725,17,25,Afternoon
1726,17,26,Afternoon
1727,17,27,Afternoon
1728,17,28,Afternoon
1729,17,29,Afternoon
1730,17,30,Afternoon
1731,17,31,Afternoon
1732,17,32,Afternoon
1733,17,33,Afternoon
1734,17,34,Afternoon
1735,17,35,Afternoon
1736,17,36,Afternoon
1737,17,37,Afternoon
1738,17,38,Afternoon
1739,17,39,Afternoon
1740,17,40,Afternoon
1741,17,41,Afternoon
1742,17,42,Afternoon
1743,17,43,Afternoon
1744,17,44,Afternoon
1745,17,45,Afternoon
1746,17,46,Afternoon
1747,17,47,Afternoon
1748,17,48,Afternoon
1749,17,49,Afternoon
1750,17,50,Afternoon
1751,17,51,Afternoon
1752,17,52,Afternoon
1753,17,53,Afternoon
1754,17,54,Afternoon
1755,17,55,Afternoon
1756,17,56,Afternoon
1757,17,57,Afternoon
1758,17,58,Afternoon
1759,17,59,Afternoon
1800,18,0,Evening
1801,18,1,Evening
1802,18,2,Evening
1803,18,3,Evening
1804,18,4,Evening
1805,18,5,Evening
1806,18,6,Evening
1807,18,7,Evening
1808,18,8,Evening
1809,18,9,Evening
1810,18,10,Evening
1811,18,11,Evening
1812,18,12,Evening
1813,18,13,Evening
1814,18,14,Evening
1815,18,15,Evening
1816,18,16,Evening
1817,18,17,Evening
1818,18,18,Evening
1819,18,19,Evening
1820,18,20,Evening
1821,18,21,Evening
1822,18,22,Evening
1823,18,23,Evening
1824,18,24,Evening
1825,18,25,Evening
1826,18,26,Evening
1827,18,27,Evening
1828,18,28,Evening
1829,18,29,Evening
1830,18,30,Evening
1831,18,31,Evening
1832,18,32,Evening
1833,18,33,Evening
1834,18,34,Evening
1835,18,35,Evening
1836,18,36,Evening
1837,18,37,Evening
1838,18,38,Evening
1839,18,39,Evening
1840,18,40,Evening
1841,18,41,Evening
1842,18,42,Evening
1843,18,43,Evening
1844,18,44,Evening
1845,18,45,Evening
1846,18,46,Evening
1847,18,47,Evening
1848,18,48,Evening
1849,18,49,Evening
1850,18,50,Evening
1851,18,51,Evening
1852,18,52,Evening
1853,18,53,Evening
1854,18,54,Evening
1855,18,55,Evening
1856,18,56,Evening
1857,18,57,Evening
1858,18,58,Evening
1859,18,59,Evening
1900,19,0,Evening
1901,19,1,Evening
1902,19,2,Evening
1903,19,3,Evening
1904,19,4,Evening
1905,19,5,Evening
1906,19,6,Evening
1907,19,7,Evening
1908,19,8,Evening
1909,19,9,Evening
1910,19,10,Evening
1911,19,11,Evening
1912,19,12,Evening
1913,19,13,Evening
1914,19,14,Evening
1915,19,15,Evening
1916,19,16,Evening
1917,19,17,Evening
1918,19,18,Evening
1919,19,19,Evening
1920,19,20,Evening
1921,19,21,Evening
1922,19,22,Evening
1923,19,23,Evening
1924,19,24,Evening
1925,19,25,Evening
1926,19,26,Evening
1927,19,27,Evening
1928,19,28,Evening
1929,19,29,Evening
1930,19,30,Evening
1931,19,31,Evening
1932,19,32,Evening
1933,19,33,Evening
1934,19,34,Evening
1935,19,35,Evening
1936,19,36,Evening
1937,19,37,Evening
1938,19,38,Evening
1939,19,39,Evening
1940,19,40,Evening
1941,19,41,Evening
1942,19,42,Evening
1943,19,43,Evening
1944,19,44,Evening
1945,19,45,Evening
1946,19,46,Evening
1947,19,47,Evening
1948,19,48,Evening
1949,19,49,Evening
1950,19,50,Evening
1951,19,51,Evening
